word,index
the,1
to,2
a,3
and,4
in,5
of,6
is,7
it,8
you,9
that,10
they,11
for,12
he,13
are,14
i,15
have,16
people,17
was,18
will,19
their,20
at,21
his,22
when,23
be,24
on,25
were,26
by,27
this,28
them,29
but,30
or,31
my,32
with,33
can,34
one,35
do,36
not,37
like,38
she,39
so,40
as,41
we,42
had,43
about,44
from,45
more,46
all,47
very,48
what,49
many,50
an,51
if,52
time,53
there,54
than,55
go,56
new,57
then,58
some,59
other,60
world,61
me,62
most,63
also,64
said,65
day,66
your,67
has,68
out,69
who,70
these,71
know,72
much,73
just,74
because,75
school,76
first,77
her,78
may,79
him,80
years,81
going,82
man,83
would,84
work,85
up,86
way,87
too,88
now,89
been,90
only,91
make,92
used,93
over,94
while,95
women,96
into,97
find,98
english,99
often,100
don't,101
mr,102
i'm,103
see,104
each,105
look,106
use,107
answered,108
money,109
high,110
two,111
could,112
it's,113
old,114
understand,115
our,116
however,117
water,118
back,119
life,120
example,121
made,122
give,123
important,124
small,125
want,126
parents,127
eat,128
no,129
home,130
boy,131
after,132
asked,133
words,134
good,135
things,136
park,137
did,138
come,139
take,140
around,141
get,142
better,143
how,144
become,145
why,146
long,147
speak,148
ago,149
using,150
mother,151
hard,152
well,153
sometimes,154
bad,155
learn,156
children,157
keep,158
any,159
later,160
gave,161
learning,162
through,163
star,164
lot,165
big,166
must,167
talk,168
without,169
even,170
considered,171
language,172
room,173
every,174
didn't,175
went,176
pain,177
came,178
those,179
which,180
say,181
young,182
couldn't,183
working,184
wanted,185
little,186
percent,187
found,188
think,189
dream,190
country,191
such,192
us,193
countries,194
house,195
its,196
everyone,197
great,198
computer,199
seoul,200
car,201
three,202
men,203
today,204
called,205
animals,206
year,207
next,208
tree,209
lived,210
able,211
morning,212
others,213
follow,214
scientists,215
same,216
baby,217
problem,218
main,219
drink,220
person,221
hurt,222
nice,223
city,224
plants,225
job,226
saw,227
took,228
homework,229
am,230
choose,231
put,232
during,233
name,234
god,235
show,236
shoes,237
sports,238
help,239
leave,240
you'll,241
different,242
red,243
traffic,244
especially,245
hope,246
information,247
turn,248
cause,249
change,250
usually,251
law,252
free,253
stop,254
dreams,255
world's,256
few,257
thought,258
strong,259
sleep,260
husband,261
reason,262
office,263
jack,264
means,265
students,266
human,267
doctors,268
worked,269
near,270
fact,271
soon,272
taking,273
place,274
goes,275
earth,276
worry,277
away,278
internet,279
off,280
against,281
boys,282
right,283
craze,284
still,285
can't,286
thing,287
down,288
themselves,289
mike,290
longer,291
before,292
never,293
here,294
course,295
tom,296
sitting,297
play,298
body,299
being,300
dioxin,301
cities,302
cow,303
smith,304
idea,305
diamond,306
pig,307
books,308
enough,309
full,310
buy,311
friends,312
live,313
earlier,314
helps,315
rich,316
method,317
own,318
asleep,319
13,320
became,321
hand,322
should,323
until,324
5,325
00,326
according,327
unlucky,328
died,329
americans,330
best,331
left,332
coca,333
swift,334
thousands,335
su,336
lead,337
c,338
playing,339
famous,340
does,341
india,342
another,343
terrorism,344
need,345
last,346
changes,347
read,348
ads,349
boss,350
history,351
lunch,352
thinking,353
beautiful,354
birds,355
really,356
shows,357
serious,358
kinds,359
games,360
juice,361
class,362
son,363
cannot,364
family,365
spend,366
13th,367
running,368
parts,369
hours,370
inside,371
saying,372
early,373
living,374
television,375
meal,376
feel,377
makes,378
watch,379
write,380
days,381
looking,382
horses,383
food,384
girl,385
lives,386
watching,387
sister,388
large,389
soap,390
washing,391
father,392
special,393
began,394
company,395
quickly,396
kind,397
danger,398
avoid,399
finally,400
french,401
milk,402
jane,403
changed,404
mi,405
difficult,406
please,407
times,408
set,409
less,410
half,411
wrong,412
helping,413
usual,414
clean,415
filled,416
yet,417
strings,418
society,419
minister,420
whole,421
oxford,422
signal,423
instead,424
horse,425
devil,426
seems,427
gone,428
result,429
sit,430
walking,431
bear,432
grand,433
classes,434
actually,435
fishing,436
control,437
discovered,438
someone,439
walk,440
street,441
e,442
group,443
relaxing,444
blue,445
sky,446
beach,447
acupuncture,448
strange,449
child,450
five,451
bus,452
study,453
minutes,454
friday,455
foreign,456
fun,457
learned,458
wolf,459
fewer,460
education,461
needs,462
almost,463
hospital,464
ever,465
vitamin,466
bible,467
ran,468
10,469
aliens,470
people's,471
simply,472
recently,473
short,474
black,475
doing,476
general,477
ramadan,478
ready,479
america,480
parks,481
meet,482
shirt,483
replied,484
environment,485
international,486
florida,487
oranges,488
rocket,489
once,490
flowers,491
green,492
again,493
carefully,494
believe,495
got,496
patients,497
workers,498
tries,499
row,500
mistakes,501
gets,502
',503
dead,504
ias,505
allowed,506
teach,507
past,508
nothing,509
yes,510
sunday,511
started,512
holiday,513
betty,514
giving,515
ring,516
age,517
grow,518
crowded,519
 ,520
waiting,521
dog,522
tv,523
voters,524
molars,525
teeth,526
fish,527
movies,528
making,529
speaking,530
question,531
knows,532
chance,533
korea,534
germs,535
sell,536
normal,537
fall,538
happy,539
book,540
likely,541
itself,542
i'll,543
knew,544
slowly,545
woman,546
i'd,547
meals,548
friend,549
tomorrow,550
between,551
anyone,552
maybe,553
eyes,554
case,555
tell,556
popular,557
cold,558
harry,559
sir,560
pleasant,561
doesn't,562
future,563
yu,564
travel,565
says,566
leg,567
smell,568
jobs,569
months,570
ho,571
arrived,572
image,573
summer,574
we'll,575
forest,576
3,577
rat,578
places,579
kim,580
exciting,581
easy,582
poor,583
self,584
stone,585
size,586
several,587
farm,588
middle,589
garbage,590
catch,591
poland,592
italy,593
pumpkins,594
2,595
particular,596
interested,597
include,598
candle,599
light,600
sea,601
arrested,602
bomb,603
chemical,604
begun,605
skin,606
clear,607
health,608
roads,609
blacks,610
believers,611
visit,612
town,613
road,614
hundred,615
feet,616
dear,617
send,618
either,619
side,620
acting,621
break,622
wearing,623
real,624
artworks,625
coming,626
surprised,627
decide,628
mail,629
mirror,630
scene,631
stay,632
winter,633
invention,634
wife,635
lost,636
kitchen,637
fingers,638
end,639
koreans,640
listen,641
speaker,642
point,643
since,644
works,645
p,646
m,647
ten,648
folk,649
perhaps,650
christ,651
hearing,652
test,653
yourself,654
fifty,655
birthday,656
beings,657
plant,658
run,659
doctor,660
nowadays,661
sets,662
bought,663
writing,664
robinson,665
desk,666
susan,667
letters,668
centuries,669
kill,670
waves,671
expecting,672
answer,673
imagine,674
coyotes,675
mean,676
trying,677
japanese,678
wolves,679
story,680
cyber,681
u,682
frozen,683
hair,684
number,685
korean,686
newspapers,687
carry,688
interesting,689
afternoon,690
you're,691
intelligence,692
custom,693
yell,694
