id,design,c1,c2,c3,c4,c5
1,58.96247074236658,0.3745401188473625,0.6420316461542878,0.10312386883593261,0.16893506307216455,0.7072386343133986
2,42.006534499068664,0.9507143064099162,0.08413996499504883,0.9025529066795667,0.2785903390319586,0.15253904291426135
3,55.831980491201506,0.7319939418114051,0.16162871409461377,0.5052523724478571,0.17701048427674682,0.5762883601668132
4,64.45859175395192,0.5986584841970366,0.8985541885270792,0.8264574661077416,0.08870253375705561,0.6067150463828559
5,61.3427919130545,0.15601864044243652,0.6064290596595899,0.32004960103061175,0.12063587110060081,0.424130671302386
6,61.79456188896434,0.15599452033620265,0.009197051616629648,0.8955232284962005,0.46077876803272577,0.7364442356247228
7,59.05470421923717,0.05808361216819946,0.1014715428660321,0.3892016787341631,0.2063337184057925,0.9343670147690148
8,62.72466031323994,0.8661761457749352,0.6635017691080558,0.01083765148029836,0.36426986104807546,0.9255685129067763
9,52.828456904373276,0.6011150117432088,0.005061583846218687,0.9053819764192637,0.5034172708548569,0.4508393714041321
10,42.899781944345634,0.7080725777960455,0.16080805141749865,0.09128667678613356,0.6903948286293653,0.11323804584075525
11,59.185041070292556,0.020584494295802447,0.5487337893665861,0.31931363759041487,0.039312139841098936,0.9848411989623346
12,63.8829426501955,0.9699098521619943,0.6918951976926933,0.9500619670508049,0.7994103989090426,0.8388980864459341
13,62.85710657608218,0.8324426408004217,0.6519612595026005,0.9506071469375561,0.6279003894909078,0.12466268120326685
14,42.571012146959994,0.21233911067827616,0.22426930946055978,0.5734378881232861,0.08175903194887191,0.9208418826173723
15,54.26778690390951,0.18182496720710062,0.7121792213475359,0.6318372121697993,0.8735786241067772,0.8698963620621283
16,66.90586033435875,0.18340450985343382,0.23724908749680007,0.44844552197831977,0.9208724005318132,0.5188380571260721
17,53.34268585845675,0.3042422429595377,0.3253996981592677,0.29321077169806453,0.06107795985486375,0.5912754357449292
18,64.75344907032165,0.5247564316322378,0.7464914051180241,0.32866454536991596,0.2768776481472037,0.39900270387013026
19,62.07040908838322,0.43194501864211576,0.6496328990472147,0.6725184560770384,0.8062012797930613,0.05476163882203133
20,63.69348974722255,0.2912291401980419,0.8492234104941779,0.75237452943768,0.7482596903836584,0.3351972416459009
21,65.30632729220227,0.6118528947223795,0.6576128923003434,0.7915790437258485,0.18452101935637732,0.8028534485980114
22,52.94334226930812,0.13949386065204183,0.5683086033354716,0.7896181427945539,0.2093493233367103,0.004632023004602859
23,54.16305535162403,0.29214464853521815,0.09367476782809248,0.09120610304869037,0.370472102791382,0.3334991716911442
24,53.192796681726044,0.3663618432936917,0.3677158030594335,0.49442030470258147,0.4845229851910213,0.3981686935909433
25,53.276937756919175,0.45606998421703593,0.26520236768172545,0.057558760016644284,0.618254771530296,0.5373956029379229
26,52.41352361730802,0.7851759613930136,0.24398964337908358,0.5495288823237355,0.3689136395697724,0.9198556164127605
27,64.57516849270533,0.19967378215835974,0.9730105547524456,0.441530501373377,0.4625347161331479,0.34634599436596125
28,55.05896300600099,0.5142344384136116,0.3930977246667604,0.8877041827582998,0.7474709381337565,0.3469532018962277
29,69.20983424113263,0.5924145688620425,0.8920465551771133,0.3509150125520787,0.0366832028905979,0.7375012481097484
30,50.82894209405048,0.046450412719997725,0.6311386259972629,0.11706701642760586,0.25243694434402075,0.45221794088980716
31,61.18478768529785,0.6075448519014384,0.7948113035416484,0.14299168205283586,0.7133495858845524,0.22460482293998196
32,57.44642941923772,0.17052412368729153,0.5026370931051921,0.7615106317174722,0.8952068376871993,0.4524395161326934
33,70.73881839464667,0.06505159298527952,0.5769038846263591,0.6182180633162611,0.5116774421156661,0.14085702037979986
34,60.02712389804608,0.9488855372533332,0.4925176938188639,0.10112267612279024,0.5321134852653157,0.1763869865062233
35,60.91805814494625,0.9656320330745594,0.1952429877980445,0.08410680611499743,0.10717201133977605,0.49836777273947974
36,48.30772439745925,0.8083973481164611,0.7224521152615053,0.70096913145912,0.44741236682345464,0.4189254495045479
37,58.4769760797588,0.3046137691733707,0.2807723624408558,0.07276300636419353,0.5326172664550232,0.9148459010681
38,58.968512879911195,0.09767211400638387,0.02431596643145384,0.8218600592903562,0.24247050363472966,0.3623938991166331
39,58.89888522416232,0.6842330265121569,0.6454722959071678,0.7062422271564962,0.26924323094938096,0.5805883502780435
40,62.79747564846626,0.4401524937396013,0.17711067940704894,0.08134878064189976,0.37728416310462265,0.6322642879195304
41,55.399410497585826,0.12203823484477883,0.9404585843529143,0.08483771408519192,0.02007119777772637,0.013094456588333636
42,72.95041639682373,0.4951769101112702,0.9539285770025874,0.9866395785011755,0.3220791655831783,0.6635373720167106
43,78.94236352156656,0.034388521115218396,0.9148643902204485,0.3742707957561203,0.21144800699654465,0.17803596686975143
44,52.97116845603328,0.9093204020787821,0.3701587002554444,0.3706421470668909,0.32749735217791465,0.9610703174694551
45,47.38492821443959,0.2587799816000169,0.015456616528867428,0.8127995672575026,0.11976213181925122,0.14866272775311296
46,76.81712889596659,0.662522284353982,0.9283185625877254,0.9472485773838587,0.890527280739895,0.41462412372702373
47,70.85571739344284,0.31171107608941095,0.42818414831731433,0.9860010638228709,0.5935924535540487,0.08534966807864386
48,59.98815365609595,0.5200680211778108,0.9666548190436696,0.7533781852589416,0.6791023191444896,0.9968742518459474
49,61.50927805980815,0.5467102793432796,0.9636199770892528,0.37625958553091576,0.7891712386073383,0.5021950103312426
50,59.58198478928598,0.18485445552552704,0.8530094554673601,0.08350071669866876,0.4984421989290573,0.5953850173200438
51,42.76542710330553,0.9695846277645586,0.2944488920695857,0.7771469159274368,0.08692028808742369,0.06707647738842748
52,50.06438940602809,0.7751328233611146,0.38509772860192526,0.558404249735805,0.5371065418185478,0.7499604703991778
53,54.37075771698452,0.9394989415641891,0.8511366715168569,0.4242220092469763,0.5868411180208791,0.20990559309558576
54,51.97133956299441,0.8948273504276488,0.31692200515627766,0.906354385094736,0.74543947418433,0.8980542894407137
55,54.280646137908136,0.5978999788110851,0.1694927466860925,0.11119748230615134,0.4316595462296794,0.20513964048200717
56,58.28797063331864,0.9218742350231168,0.5568012624583502,0.49262510429085915,0.12758030279556376,0.19068772066366657
57,73.64783726728336,0.0884925020519195,0.936154774160781,0.011353644767419069,0.28377590579872447,0.03654966784809488
58,51.381790512851545,0.1959828624191452,0.696029796674973,0.46866064199412627,0.3630822963986351,0.47206694510999925
59,67.85955995045883,0.045227288910538066,0.570061170089365,0.05630327568183735,0.6459172413316012,0.5648411332626164
60,53.04582667877251,0.32533033076326434,0.09717649377076854,0.11881791626807192,0.5707783046689119,0.06570863942835237
61,58.11635217265265,0.388677289689482,0.6150072266991697,0.11752624677710488,0.35609672589784624,0.7755276166950106
62,71.84265008361929,0.2713490317738959,0.9900538501042633,0.6492103021160636,0.9865152487929797,0.4532888347480276
63,46.43716835666109,0.8287375091519293,0.14008401523652403,0.7460448792654233,0.6057748193568872,0.52439026932758
64,59.81609980269462,0.3567533266935893,0.5183296523637367,0.5833687650971596,0.23722679173599448,0.44076274693822814
65,60.78047152587514,0.28093450968738076,0.8773730719279554,0.9621725484745419,0.10178247262040374,0.400763060875326
66,62.361210959816916,0.5426960831582485,0.7407686177542044,0.37487057952370406,0.15285913918433203,0.5596403313082179
67,60.91494417358966,0.14092422497476265,0.697015740995268,0.28571208628186073,0.24595772838450813,0.1552402459307125
