word,index
.,1
하다,2
을,3
들,4
은,5
이,6
그,7
에,8
의,9
를,10
있다,11
는,12
",",13
것,14
가,15
이다,16
사람,17
되다,18
에서,19
수,20
않다,21
말,22
"""",23
그것,24
에게,25
나,26
때,27
로,28
많다,29
으로,30
과,31
우리,32
없다,33
한,34
당신,35
더,36
고,37
보다,38
라고,39
도,40
에는,41
다,42
와,43
적,44
들다,45
".""",46
일,47
되어다,48
“,49
인,50
오다,51
사용,52
?,53
어떻다,54
다른,55
하고,56
위해,57
그러나,58
가다,59
자신,60
늘다,61
때문,62
생각,63
그리고,64
내,65
같다,66
그녀,67
날,68
주다,69
:,70
받다,71
세계,72
매우,73
배우다,74
아이,75
좋다,76
대답,77
시키다,78
새,79
에서는,80
자다,81
나무,82
동안,83
싶다,84
모든,85
시작,86
알,87
전,88
중,89
또한,90
안,91
시간,92
대해,93
여성,94
따르다,95
대부분,96
방법,97
아니다,98
가지,99
좋아하다,100
남자,101
알다,102
갖다,103
저,104
대한,105
위,106
꿈,107
이해,108
먹다,109
하나,110
예,111
처럼,112
집,113
새롭다,114
명의,115
데,116
가장,117
학교,118
만들다,119
그래서,120
어느,121
앉다,122
크다,123
공원,124
중요하다,125
수도,126
게,127
이나,128
살다,129
영어,130
소년,131
들어가다,132
!,133
문제,134
의미,135
"?""",136
보이다,137
돈,138
책,139
이제,140
두,141
후,142
서,143
거의,144
무엇,145
남편,146
학생,147
나서다,148
종종,149
선택,150
찾다,151
번째,152
거리,153
별,154
살,155
그렇다,156
발견,157
오늘날,158
몇,159
이유,160
까지,161
죽다,162
아침,163
‘,164
너무,165
-,166
하지만,167
제,168
이고,169
',170
이렇다,171
하,172
못,173
신,174
도시,175
모르다,176
나라,177
속,178
컴퓨터,179
친구,180
바로,181
아주,182
보내다,183
행동,184
여자,185
볼,186
의하다,187
13,188
개,189
다음,190
세,191
작다,192
부모,193
아들,194
’,195
변화,196
과학자,197
함께,198
물다,199
읽다,200
어리다,201
너,202
좀,203
줄,204
이름,205
그렇게,206
다이옥신,207
단지,208
곳,209
몸,210
가득,211
씨,212
머리,213
"!""",214
나오다,215
년,216
이야기,217
원하다,218
동물,219
사랑니,220
여러분,221
소녀,222
만,223
종류,224
인간,225
해,226
의사,227
사실,228
통증,229
로부터,230
양,231
언어,232
생활,233
미국,234
광고,235
물,236
음료,237
요,238
다치다,239
식물,240
서다,241
세상,242
노력,243
때때로,244
나가다,245
숙제,246
지역,247
